STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,decision,Decision,isco08,International Standard Classification of Occupations 2008 (ISCO-08),citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LT,Lithuania,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LT,Lithuania,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LT,Lithuania,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LU,Luxembourg,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LU,Luxembourg,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LU,Luxembourg,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LV,Latvia,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LV,Latvia,2022,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,LV,Latvia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,MT,Malta,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,MT,Malta,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,MT,Malta,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,NL,Netherlands,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,NL,Netherlands,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,NL,Netherlands,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,PL,Poland,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,PL,Poland,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,PL,Poland,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,PT,Portugal,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,PT,Portugal,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,PT,Portugal,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,RO,Romania,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,RO,Romania,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,RO,Romania,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SE,Sweden,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SE,Sweden,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SE,Sweden,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SI,Slovenia,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SI,Slovenia,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SI,Slovenia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SK,Slovakia,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SK,Slovakia,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC14,"Hospitality, retail and other services managers",TOTAL,Total,SK,Slovakia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,AT,Austria,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,AT,Austria,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,BE,Belgium,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,BE,Belgium,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,BE,Belgium,2023,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,BG,Bulgaria,2021,,18,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,BG,Bulgaria,2022,,6,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,BG,Bulgaria,2023,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,CY,Cyprus,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,CY,Cyprus,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,CY,Cyprus,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,CZ,Czechia,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,CZ,Czechia,2022,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,CZ,Czechia,2023,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,DE,Germany,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,DE,Germany,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,DE,Germany,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,DK,Denmark,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,DK,Denmark,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,DK,Denmark,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,EE,Estonia,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,EE,Estonia,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,EE,Estonia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,EL,Greece,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,EL,Greece,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,EL,Greece,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,ES,Spain,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,ES,Spain,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,ES,Spain,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,FI,Finland,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,FI,Finland,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,FI,Finland,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,FR,France,2021,,3,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,FR,France,2022,,5,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,FR,France,2023,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,HR,Croatia,2021,,35,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,HR,Croatia,2022,,34,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,HR,Croatia,2023,,16,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,HU,Hungary,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,HU,Hungary,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,HU,Hungary,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,IE,Ireland,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,IE,Ireland,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,IE,Ireland,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LT,Lithuania,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LT,Lithuania,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LT,Lithuania,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LU,Luxembourg,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LU,Luxembourg,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LU,Luxembourg,2023,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LV,Latvia,2021,,11,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LV,Latvia,2022,,17,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,LV,Latvia,2023,,10,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,MT,Malta,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,MT,Malta,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,MT,Malta,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,NL,Netherlands,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,NL,Netherlands,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,NL,Netherlands,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,PL,Poland,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,PL,Poland,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,PL,Poland,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,PT,Portugal,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,PT,Portugal,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,PT,Portugal,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,RO,Romania,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,RO,Romania,2022,,2,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,RO,Romania,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SE,Sweden,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SE,Sweden,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SE,Sweden,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SI,Slovenia,2021,,1,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SI,Slovenia,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SI,Slovenia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SK,Slovakia,2021,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SK,Slovakia,2022,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC21,Science and engineering professionals,TOTAL,Total,SK,Slovakia,2023,,0,,,,,
dataflow,ESTAT:MIGR_RESBC1(1.0),"EU Blue Cards by type of decision, occupation and citizenship",A,Annual,PER,Person,WDN,Decision to withdraw,OC22,Health professionals,TOTAL,Total,AT,Austria,2021,,0,,,,,
